area,mean_price_eur_mwh,load_weighted_price_eur_mwh,price_std_eur_mwh,price_load_sum,price_sq_load_sum,load_twh,generation_twh,consumer_surplus_meur,producer_surplus_meur,societal_surplus_meur,scenario,scenario_folder,load_mode,case,hydro_uprated,is_baseline,baseline,delta_mean_price_eur_mwh,delta_pct_mean_price_eur_mwh,delta_price_std_eur_mwh,delta_pct_price_std_eur_mwh,delta_load_twh,delta_pct_load_twh,delta_generation_twh,delta_pct_generation_twh,delta_consumer_surplus_meur,delta_pct_consumer_surplus_meur,delta_producer_surplus_meur,delta_pct_producer_surplus_meur,delta_societal_surplus_meur,delta_pct_societal_surplus_meur
DK1,60.97928649571013,62.65636060003689,36.01606664885671,1406631344.0141504,117255494842.3583,22.449936934468585,36.50315474754124,21043.305590454434,1621.1211519271544,22664.426742381587,OW-BA+,BA_OW_UPRATE_TrueHYD_FalseFF_BALOAD_22.91TWH_NoneNUKE_3000NO2-500NO2-1500NO5OFF,BA,OW,True,False,B23-BA,-9.486808288092078,-13.46294032214877,3.006519683171838,9.10803073516056,0.0,0.0,-0.6398770001000784,-1.7227376710860776,197.899738540611,0.9493686040295625,-478.42924183383434,-22.787223552982187,-280.5295032932263,-1.2226194737072418
DK1,63.227856439165514,64.67995163421644,34.872363298845755,1452060835.1126373,121220182552.13333,22.449936934468585,36.910473203496814,20997.876099355948,1736.6939679682805,22734.570067324228,N-LLPS+,LLPS_N_UPRATE_TrueHYD_FalseFF_LLPSLOAD_22.91TWH_900p8407111111112NO2-2005p0970666666665NO1NUKE_NoneOFF,LLPS,N,True,False,B23-LLPS,-7.221117450067261,-10.25013857749164,1.5047166576739102,4.509507889049815,0.0,0.0,-0.2511045358206161,-0.675710104619547,153.44899696390348,0.7361631778610702,-362.7466217119286,-17.278251334903594,-209.29762474802556,-0.9122159679309156
DK1,62.25990210911295,63.83221500720218,35.44539341675779,1433029201.2991283,119678988134.73361,22.449936934468585,36.77241619664795,21016.907733169457,1686.0445667888498,22702.952299958306,OWN-LLPS+,LLPS_OWN_UPRATE_TrueHYD_FalseFF_LLPSLOAD_22.91TWH_1781p3768888888892NO1NUKE_1400NO2-500NO2OFF,LLPS,OWN,True,False,B23-LLPS,-8.189071780119825,-11.62411789417336,2.0777467755859433,6.226830432273406,0.0,0.0,-0.389161542669477,-1.0472148018025054,172.48063077741244,0.8274664011160042,-413.3960228913593,-19.690770242482955,-240.91539211394775,-1.0500208393251445
DK1,60.9888987075828,62.735082181920376,36.27863727791729,1408398638.5628164,117903253617.67804,22.449936934468585,36.48100038503554,21041.538295905768,1623.0623205094942,22664.60061641526,OW-LLPS+,LLPS_OW_UPRATE_TrueHYD_FalseFF_LLPSLOAD_22.91TWH_NoneNUKE_3000NO2-500NO2-1500NO5OFF,LLPS,OW,True,False,B23-LLPS,-9.460075181649977,-13.42826539464449,2.9109906367454457,8.723991440120376,0.0,0.0,-0.6805773542818869,-1.8314005908361293,197.11119351372326,0.9456301799299793,-476.37826917071493,-22.690723972488204,-279.26707565699326,-1.2171752356883048
DK2,57.23541844993118,64.87976733227833,39.209504862146595,915737766.7835718,81112094984.18788,14.114381176702882,12.724207678998358,13198.64340991931,565.5633951875504,13764.20680510686,B23-BA,BASELINE_23TWh_BA_FalseHYD_FalseFF_BALOAD_22.91TWH_NoneNUKE_NoneOFF,BA,BASELINE_23TWh,False,True,B23-BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK2,57.093041495586036,64.89545102568677,39.84650992537081,915959132.410597,81851610031.56598,14.114381176702882,12.701824279488056,13198.422044292283,565.3795529698676,13763.80159726215,B23-LLPS,BASELINE_23TWh_LLPS_FalseHYD_FalseFF_LLPSLOAD_22.91TWH_NoneNUKE_NoneOFF,LLPS,BASELINE_23TWh,False,True,B23-LLPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK2,48.07792496375414,55.75065585660884,39.79210616544022,786886007.6113601,66218287486.81252,14.114381176702882,12.180555621323467,13327.49516909152,441.2252792460567,13768.720448337577,N-BA,BA_N_FalseHYD_FalseFF_BALOAD_22.91TWH_900p8407111111112NO2-2005p0970666666665NO1NUKE_NoneOFF,BA,N,False,False,B23-BA,-9.157493486177039,-15.99969692575568,0.5826013032936217,1.4858675347774493,0.0,0.0,-0.5436520576748904,-4.272580826955556,128.85175917221022,0.9762500218421915,-124.33811594149375,-21.984823805695758,4.513643230717207,0.03279261416678609
DK2,48.117266494638095,55.74764443194857,39.734933242096275,786843503.2158201,66149373144.79453,14.114381176702882,12.201917110540599,13327.53767348706,441.0914468245407,13768.629120311602,OWN-BA,BA_OWN_FalseHYD_FalseFF_BALOAD_22.91TWH_1781p3768888888892NO1NUKE_1400NO2-500NO2OFF,BA,OWN,False,False,B23-BA,-9.118151955293087,-15.930960587401891,0.5254283799496804,1.3400535961802882,0.0,0.0,-0.522290568457759,-4.104700124627905,128.8942635677504,0.9765720579349934,-124.47194836300974,-22.00848736360187,4.422315204741608,0.032129095903302034
DK2,48.93705130459512,56.51960429992537,39.66225646143471,797739239.0455619,67291162761.95146,14.114381176702882,12.299897707412663,13316.641937657318,450.5355639852895,13767.177501642607,OW-BA,BA_OW_FalseHYD_FalseFF_BALOAD_22.91TWH_NoneNUKE_3000NO2-500NO2-1500NO5OFF,BA,OW,False,False,B23-BA,-8.298367145336059,-14.498657247688971,0.4527515992881135,1.154698588722058,0.0,0.0,-0.4243099715856946,-3.3346671344104943,117.9985277380074,0.8940201206536633,-115.02783120226093,-20.33862731942115,2.9706965357472654,0.021582765921862375
DK2,48.173137367534224,55.99179052058196,40.264410630568435,790289474.1735928,67132278743.9054,14.114381176702882,12.158325169445785,13324.09170252929,444.4096570424961,13768.501359571785,N-LLPS,LLPS_N_FalseHYD_FalseFF_LLPSLOAD_22.91TWH_900p8407111111112NO2-2005p0970666666665NO1NUKE_NoneOFF,LLPS,N,False,False,B23-LLPS,-8.919904128051812,-15.623452340932696,0.41790070519762423,1.048776181352689,0.0,0.0,-0.543499110042271,-4.278905912121283,125.66965823700593,0.9521566882410185,-120.96989592737151,-21.396227594707284,4.699762309634025,0.034145815575900816
DK2,48.25434561240639,56.02316421521666,40.18424341355779,790732294.4585884,67090852728.55116,14.114381176702882,12.183986568929017,13323.648882244293,445.04920377420865,13768.698086018501,OWN-LLPS,LLPS_OWN_FalseHYD_FalseFF_LLPSLOAD_22.91TWH_1781p3768888888892NO1NUKE_1400NO2-500NO2OFF,LLPS,OWN,False,False,B23-LLPS,-8.838695883179646,-15.481213912667416,0.3377334881869771,0.8475861218950512,0.0,0.0,-0.5178377105590393,-4.076876668773366,125.2268379520101,0.9488015880365411,-120.33034919565898,-21.283109472845066,4.896488756350664,0.03557511870357574
DK2,49.13596786499501,56.855123480482234,40.1445473290012,802474884.6520364,68371329132.466484,14.114381176702882,12.28449830561233,13311.906292050844,455.10289907103066,13767.009191121875,OW-LLPS,LLPS_OW_FalseHYD_FalseFF_LLPSLOAD_22.91TWH_NoneNUKE_3000NO2-500NO2-1500NO5OFF,LLPS,OW,False,False,B23-LLPS,-7.957073630591026,-13.937028790463373,0.29803740363038855,0.7479636339257509,0.0,0.0,-0.4173259738757267,-3.2855593392963147,113.48424775856074,0.8598319358005188,-110.27665389883697,-19.50488894045913,3.2075938597245113,0.023304563329091834
DK2,47.90293702269595,55.54834583842763,39.73855367870628,784030526.8988847,65840361272.84586,14.114381176702882,12.167349805342381,13330.350649803995,438.37004347302724,13768.720693277022,N-BA+,BA_N_UPRATE_TrueHYD_FalseFF_BALOAD_22.91TWH_900p8407111111112NO2-2005p0970666666665NO1NUKE_NoneOFF,BA,N,True,False,B23-BA,-9.33248142723523,-16.305430588227754,0.5290488165596869,1.3492871649864624,0.0,0.0,-0.5568578736559768,-4.376365803704112,131.7072398846849,0.9978846749181937,-127.1933517145232,-22.489671855856887,4.513888170162318,0.032794393705909405
DK2,47.94501821043811,55.550887082408714,39.6662404545221,784066394.9850967,65763301177.57354,14.114381176702882,12.19193187121634,13330.314781717783,438.35906417411974,13768.673845891903,OWN-BA+,BA_OWN_UPRATE_TrueHYD_FalseFF_BALOAD_22.91TWH_1781p3768888888892NO1NUKE_1400NO2-500NO2OFF,BA,OWN,True,False,B23-BA,-9.290400239493074,-16.23190760389076,0.45673559237550165,1.1648593726987881,0.0,0.0,-0.5322758077820176,-4.183174475064195,131.67137179847305,0.9976129190634602,-127.2043310134307,-22.491613158812655,4.467040785042627,0.032454037114476114
